321,’Tis true; the raven doth not hatch a lark,doth not hatch
322,Why dost not comfort me and help me out From this unhallowed and bloodstainèd hole,dost not comfort
323,Why dost not speak to me,dost not speak
324,Do not draw back<comma> for we will mourn with thee,Do not draw
325,O brother<comma> speak with possibility<comma> And do not break into these deep extremes,do not break
326,— Fie<comma> fie<comma> how franticly I square my talk<comma> As if we should forget we had no hands If Marcus did not name the word of hands,did not name
327,Do not fear thine aunt,Do not fear
328,I do not think thou canst<comma> for then thou wast not Out three years old,do not think
329,’Tis a villain<comma> sir<comma> I do not love to look on,do not love
330,Please you<comma> sir<comma> Do not omit the heavy offer of it,Do not omit
331,Do not torment me<comma> prithee,Do not torment
332,He’s in his fit now<comma> and does not talk after the wisest,does not talk
333,Prithee<comma> do not turn me about,do not turn
334,I do not know One of my sex<comma> no woman’s face remember<comma> Save<comma> from my glass<comma> mine own,do not know
335,I did not give the lie,did not give
336,You are three men of sin<comma> whom Destiny<comma> That hath to instrument this lower world And what is in ’t<comma> the never-surfeited sea Hath caused to belch up you<comma> and on this island<comma> Where man doth not inhabit<comma> you ’mongst men Being most unfit to live,doth not inhabit
337,O Ferdinand<comma> Do not smile at me that I boast of her<comma> For thou shalt find she will outstrip all praise And make it halt behind her,Do not smile
338,Do not approach Till thou dost hear me call,Do not approach
339,Look thou be true; do not give dalliance Too much the rein,do not give
340,Let grief and sorrow still embrace his heart That doth not wish you joy,doth not wish
341,Sir<comma> my liege<comma> Do not infest your mind with beating on The strangeness of this business,Do not infest
342,If I do not usurp myself<comma> I am,do not usurp
344,If I do not gull him into a nayword and make him a common recreation<comma> do not think I have wit enough to lie straight in my bed,do not think
345,Lips<comma> do not move; No man must know,do not move
346,But in my conscience<comma> sir<comma> I do not care for you,do not care
347,Do not extort thy reasons from this clause<comma> For that I woo<comma> thou therefore hast no cause; But rather reason thus with reason fetter: Love sought is good<comma> but given unsought is better,Do not extort
348,Do not tempt my misery<comma> Lest that it make me so unsound a man As to upbraid you with those kindnesses That I have done for you,Do not tempt
349,No<comma> I do not know you<comma> nor I am not sent to you by my lady to bid you come speak with her<comma> nor your name is not Master Cesario<comma> nor this is not my nose neither,do not know
350,Good Sir Topas<comma> do not think I am mad,do not think
351,Do not desire to see this letter,Do not desire
352,— Cesario<comma> you do not keep promise with me,do not keep
353,If nothing lets to make us happy both But this my masculine usurped attire<comma> Do not embrace me till each circumstance Of place<comma> time<comma> fortune<comma> do cohere and jump That I am Viola; which to confirm<comma> I’ll bring you to a captain in this town<comma> Where lie my maiden weeds; by whose gentle help I was preserved to serve this noble count,Do not embrace
354,Thou dost not speak so much,dost not speak
355,I do not care whether you do or no,do not care
356,Do not consent That ever Hector and Achilles meet<comma> For both our honor and our shame in this Are dogged with two strange followers,Do not consent
357,Do not<comma> porpentine<comma> do not,do not Do
358,We turn not back the silks upon the merchant When we have soiled them<comma> nor the remainder viands We do not throw in unrespective sieve Because we now are full,do not throw
359,I do not strain at the position— It is familiar— but at the author’s drift<comma> Who in his circumstance expressly proves That no man is the lord of anything— Though in and of him there be much consisting— Till he communicate his parts to others; Nor doth he of himself know them for aught Till he behold them formed in the applause Where they’re extended; who<comma> like an arch<comma> reverb’rate The voice again or<comma> like a gate of steel Fronting the sun<comma> receives and renders back His figure and his heat,do not strain
360,And<comma> my Lord Aeneas<comma> We met by chance; you did not find me here,did not find
361,In this I do not call your faith in question So mainly as my merit,do not call
362,Grecian<comma> thou dost not use me courteously<comma> To shame the zeal of my petition to thee In praising her,dost not use
363,Do not chafe thee<comma> cousin,Do not chafe
364,I prithee<comma> do not hold me to mine oath,do not hold
365,Nay<comma> do not snatch it from me,do not snatch
366,I do not like this fooling,do not like
367,Do not give advantage To stubborn critics<comma> apt<comma> without a theme For depravation<comma> to square the general sex By Cressid’s rule,Do not give
368,Do not count it holy To hurt by being just,Do not count
369,I do not fly<comma> but advantageous care Withdrew me from the odds of multitude,do not fly
370,I do not speak of flight<comma> of fear<comma> of death<comma> But dare all imminence that gods and men Address their dangers in,do not speak
371,I do not like dese toys,do not like
372,I do not think the knight would offer it,do not think
373,I do not misdoubt my wife<comma> but I would be loath to turn them together,do not misdoubt
374,If I do not act it<comma> hiss me,do not act
375,Do not betray me<comma> sir,Do not betray
376,Good mother<comma> do not marry me to yond fool,do not marry
377,We do not act that often jest and laugh; ’Tis old but true:“ Still swine eats all the draff,do not act
378,We are simple men; we do not know what’s brought to pass under the profession of fortune-telling,do not know
379,Do not say they be fled,Do not say
380,Sure<comma> one of you does not serve heaven well<comma> that you are so crossed,does not serve
381,If I did not think it had been Anne Page<comma> would I might never stir,did not think
382,Ha’ not you seen<comma> Camillo— But that’s past doubt; you have<comma> or your eyeglass Is thicker than a cuckold’s horn— or heard— For to a vision so apparent<comma> rumor Cannot be mute— or thought— for cogitation Resides not in that man that does not think— My wife is slippery,does not think
383,— Do not weep<comma> good fools; There is no cause,Do not weep
384,If she dares trust me with her little babe<comma> I’ll show ’t the King and undertake to be Her advocate to th’ loud’st We do not know How he may soften at the sight o’ th’ child,do not know
385,I pray you do not push me; I’ll be gone,do not push
386,— But<comma> O thou tyrant<comma> Do not repent these things<comma> for they are heavier Than all thy woes can stir,Do not repent
387,Do not receive affliction At my petition,Do not receive
388,Then make your garden rich in gillyvors<comma> And do not call them bastards,do not call
389,At this time He will allow no speech<comma> which I do guess You do not purpose to him; and as hardly Will he endure your sight as yet<comma> I fear,do not purpose
390,It becomes none but tradesmen<comma> and they often give us soldiers the lie<comma> but we pay them for it with stamped coin<comma> not stabbing steel; therefore they do not give us the lie,do not give
391,If I do not wonder how thou dar’st venture to be drunk<comma> not being a tall fellow<comma> trust me not,do not wonder
392,And give me leave<comma> And do not say ’tis superstition<comma> that I kneel<comma> and then implore her blessing,do not say
393,Do not draw the curtain,Do not draw
394,Do not shun her Until you see her die again<comma> for then You kill her double,Do not shun
