378,The soul and body rive not more in parting Than greatness going off,rive not
379,Nay<comma> weep not<comma> gentle Eros,weep not
380,Thou strik’st not me; ’tis Caesar thou defeat’st,strik’st not
382,I dare not<comma> dear<comma> Dear my lord<comma> pardon<comma> I dare not<comma> Lest I be taken,dare not
383,If thou please To take me to thee<comma> as I was to him I’ll be to Caesar; if thou pleasest not<comma> I yield thee up my life,pleasest not
384,I understand not<comma> madam,understand not
385,Nay<comma> blush not<comma> Cleopatra,blush not
386,Make not your thoughts your prisons,Make not
387,I heard not of it before,heard not
388,I think not on my father<comma> And these great tears grace his remembrance more Than those I shed for him,think not
389,Virginity<comma> like an old courtier<comma> wears her cap out of fashion<comma> richly suited but unsuitable<comma> just like the brooch and the toothpick<comma> which wear not now,wear not
390,Now shall he— I know not what he shall,know not
391,That wishing well had not a body in ’t Which might be felt<comma> that we<comma> the poorer born<comma> Whose baser stars do shut us up in wishes<comma> Might with effects of them follow our friends And show what we alone must think<comma> which never Returns us thanks,had not
392,So in approof lives not his epitaph As in your royal speech,lives not
393,He would always say— Methinks I hear him now; his plausive words He scattered not in ears<comma> but grafted them To grow there and to bear,scattered not
394,’Tis my slowness that I do not<comma> for I know you lack not folly to commit them and have ability enough to make such knaveries yours,lack not
395,Alone she was and did communicate to herself her own words to her own ears; she thought<comma> I dare vow for her<comma> they touched not any stranger sense,touched not
396,Go not about,Go not
397,Be not offended<comma> for it hurts not him That he is loved of me,hurts not
398,I know I love in vain<comma> strive against hope<comma> Yet in this captious and intenible sieve I still pour in the waters of my love And lack not to lose still,lack not
400,My dearest madam<comma> Let not your hate encounter with my love For loving where you do; but if yourself<comma> Whose agèd honor cites a virtuous youth<comma> Did ever in so true a flame of liking Wish chastely and love dearly<comma> that your Dian Was both herself and Love<comma> O then give pity To her whose state is such that cannot choose But lend and give where she is sure to lose; That seeks not to find that her search implies<comma> But riddle-like lives sweetly where she dies,seeks not
401,Let higher Italy— Those bated that inherit but the fall Of the last monarchy— see that you come Not to woo honor but to wed it,come Not
402,Proffers not took reap thanks for their reward,Proffers not
403,Spare not me,Spare not
404,— Spare not me,Spare not
405,” at your whipping<comma> and“ spare not me”,spare not
406,Not to be helped,helped Not
407,Fair one<comma> I think not so,think not
408,I dare not say I take you<comma> but I give Me and my service ever whilst I live Into your guiding power,dare not
409,Believe not thy disdain<comma> but presently Do thine own fortunes that obedient right Which both thy duty owes and our power claims<comma> Or I will throw thee from my care forever Into the staggers and the careless lapse Of youth and ignorance<comma> both my revenge and hate Loosing upon thee in the name of justice Without all terms of pity,Believe not
410,What I dare too well do<comma> I dare not do,dare not
411,So<comma> my good window of lattice<comma> fare thee well; thy casement I need not open<comma> for I look through thee,need not
412,I have not<comma> my lord<comma> deserved it,have not
413,What th’ import is I know not yet,know not
414,I’ll send her to my house<comma> Acquaint my mother with my hate to her And wherefore I am fled<comma> write to the King That which I durst not speak,durst not
415,But I hope your Lordship thinks not him a soldier,thinks not
416,Then my dial goes not true,goes not
417,I know not how I have deserved to run into my lord’s displeasure,know not
418,I think not so,think not
419,You must not marvel<comma> Helen<comma> at my course<comma> Which holds not color with the time<comma> nor does The ministration and requirèd office On my particular,holds not
420,I pray you stay not<comma> but in haste to horse,stay not
421,Good my lord<comma> The reasons of our state I cannot yield But like a common and an outward man That the great figure of a council frames By self-unable motion; therefore dare not Say what I think of it<comma> since I have found Myself in my incertain grounds to fail As often as I guessed,dare not
422,It hath happened all as I would have had it<comma> save that he comes not along with her,comes not
423,I hope I need not to advise you further<comma> but I hope your own grace will keep you where you are<comma> though there were no further danger known but the modesty which is so lost,need not
424,All her deserving Is a reservèd honesty<comma> and that I have not heard examined,have not
425,It were fit you knew him<comma> lest<comma> reposing too far in his virtue<comma> which he hath not<comma> he might at some great and trusty business in a main danger fail you,hath not
426,Such I will have whom I am sure he knows not from the enemy,knows not
427,O<comma> for the love of laughter<comma> hinder not the honor of his design,hinder not
428,I know not what the success will be<comma> my lord<comma> but the attempt I vow,know not
429,I love not many words,love not
430,If you misdoubt me that I am not she<comma> I know not how I shall assure you further But I shall lose the grounds I work upon,know not
431,” And great ones I dare not give,dare not
432,If the quick fire of youth light not your mind<comma> You are no maiden but a monument,light not
433,What is not holy<comma> that we swear not by<comma> But take the high’st to witness,swear not
434,You have not given him his mother’s letter,have not
435,The last was the greatest<comma> but that I have not ended yet,have not
436,Let me see: Spurio a hundred and fifty<comma> Sebastian so many<comma> Corambus so many<comma> Jaques so many; Guiltian<comma> Cosmo<comma> Lodowick and Gratii<comma> two hundred fifty each; mine own company<comma> Chitopher<comma> Vaumond<comma> Bentii<comma> two hundred fifty each; so that the muster-file<comma> rotten and sound<comma> upon my life amounts not to fifteen thousand poll<comma> half of the which dare not shake the snow from off their cassocks lest they shake themselves to pieces,dare not
437,Nay<comma> look not so upon me,look not
438,He professes not keeping of oaths,professes not
439,To belie him I will not<comma> and more of his soldiership I know not<comma> except in that country he had the honor to be the officer at a place there called Mile End<comma> to instruct for the doubling of files,know not
440,His qualities being at this poor price<comma> I need not to ask you if gold will corrupt him to revolt,need not
441,That you may well perceive I have not wronged you<comma> One of the greatest in the Christian world Shall be my surety<comma> ’fore whose throne ’tis needful<comma> Ere I can perfect mine intents<comma> to kneel,have not
442,Doubt not but heaven Hath brought me up to be your daughter’s dower<comma> As it hath fated her to be my motive And helper to a husband,Doubt not
443,I would I had not known him,had not
444,I have not much skill in grass,have not
445,Nay<comma> you need not to stop your nose<comma> sir,need not
446,Plutus himself<comma> That knows the tinct and multiplying med’cine<comma> Hath not in nature’s mystery more science Than I have in this ring,Hath not
447,Good my lord<comma> Ask him upon his oath if he does think He had not my virginity,had not
448,I did go between them<comma> as I said; but more than that he loved her<comma> for indeed he was mad for her<comma> and talked of Satan and of limbo and of furies and I know not what,know not
449,If it appear not plain and prove untrue<comma> Deadly divorce step between me and you,appear not
450,For my part<comma> he keeps me rustically at home<comma> or<comma> to speak more properly<comma> stays me here at home unkept; for call you that“ keeping<comma>” for a gentleman of my birth<comma> that differs not from the stalling of an ox,differs not
451,The courtesy of nations allows you my better in that you are the first-born<comma> but the same tradition takes not away my blood<comma> were there twenty brothers betwixt us,takes not
452,I hope I shall see an end of him<comma> for my soul— yet I know not why— hates nothing more than he,know not
453,Though Nature hath given us wit to flout at Fortune<comma> hath not Fortune sent in this fool to cut off the argument,hath not
454,Nay<comma> if I keep not my rank—,keep not
455,If we walk not in the trodden paths<comma> our very petticoats will catch them,walk not
456,Yet I hate not Orlando,hate not
457,Then open not thy lips,open not
458,Thou hast not<comma> cousin,hast not
459,Now<comma> my co-mates and brothers in exile<comma> Hath not old custom made this life more sweet Than that of painted pomp,Hath not
460,Do this suddenly<comma> And let not search and inquisition quail To bring again these foolish runaways,let not
461,O unhappy youth<comma> Come not within these doors,Come not
462,No matter whither<comma> so you come not here,come not
463,This I must do<comma> or know not what to do; Yet this I will not do<comma> do how I can,know not
464,I care not for my spirits<comma> if my legs were not weary,care not
466,If thou rememb’rest not the slightest folly That ever love did make thee run into<comma> Thou hast not loved,hast not
468,Or if thou hast not sat as I do now<comma> Wearing thy hearer in thy mistress’ praise<comma> Thou hast not loved,hast not
470,Or if thou hast not broke from company Abruptly<comma> as my passion now makes me<comma> Thou hast not loved,hast not
471,Nay<comma> I care not for their names,care not
472,You told me you salute not at the court but you kiss your hands,salute not
473,Had not that been as proper,Had not
474,With a priest that lacks Latin and a rich man that hath not the gout<comma> for the one sleeps easily because he cannot study<comma> and the other lives merrily because he feels no pain— the one lacking the burden of lean and wasteful learning<comma> the other knowing no burden of heavy tedious penury,hath not
475,With lawyers in the vacation<comma> for they sleep between term and term<comma> and then they perceive not how time moves,perceive not
479,A lean cheek<comma> which you have not; a blue eye and sunken<comma> which you have not; an unquestionable spirit<comma> which you have not; a beard neglected<comma> which you have not— but I pardon you for that<comma> for simply your having in beard is a younger brother’s revenue,have not
480,Say that you love me not<comma> but say not so In bitterness,say not
481,The common executioner<comma> Whose heart th’ accustomed sight of death makes hard<comma> Falls not the axe upon the humbled neck But first begs pardon,Falls not
482,Now counterfeit to swoon; why<comma> now fall down; Or if thou canst not<comma> O<comma> for shame<comma> for shame<comma> Lie not<comma> to say mine eyes are murderers,Lie not
483,But till that time Come not thou near me,Come not
484,— No<comma> faith<comma> proud mistress<comma> hope not after it,hope not
485,Dead shepherd<comma> now I find thy saw of might:“ Who ever loved that loved not at first sight,loved not
486,Think not I love him<comma> though I ask for him,Think not
487,I marvel why I answered not again,answered not
488,Leander<comma> he would have lived many a fair year though Hero had turned nun<comma> if it had not been for a hot midsummer night<comma> for<comma> good youth<comma> he went but forth to wash him in the Hellespont and<comma> being taken with the cramp<comma> was drowned; and the foolish chroniclers of that age found it was Hero of Sestos,had not
489,I know not the contents<comma> but as I guess By the stern brow and waspish action Which she did use as she was writing of it<comma> It bears an angry tenor,know not
490,I know not the contents,know not
491,Not to be endured,endured Not
492,I speak not this that you should bear a good opinion of my knowledge<comma> insomuch I say I know you are,speak not
493,I know into what straits of fortune she is driven<comma> and it is not impossible to me<comma> if it appear not inconvenient to you<comma> to set her before your eyes tomorrow<comma> human as she is<comma> and without any danger,appear not
494,I care not if I have,care not
495,We lost not our time,lost not
496,” If again it was not well cut<comma> he would answer I spake not true,spake not
497,I durst go no further than the lie circumstantial<comma> nor he durst not give me the lie direct<comma> and so we measured swords and parted,durst not
498,Nay<comma> but speak not maliciously,speak not
499,If I must not<comma> I need not be barren of accusations,need not
500,They said they were an-hungry<comma> sighed forth proverbs That hunger broke stone walls<comma> that dogs must eat<comma> That meat was made for mouths<comma> that the gods sent not Corn for the rich men only,sent not
501,O<comma> doubt not that; I speak from certainties,doubt not
502,I tell thee<comma> daughter<comma> I sprang not more in joy at first hearing he was a man-child than now in first seeing he had proved himself a man,sprang not
503,The breasts of Hecuba<comma> When she did suckle Hector<comma> looked not lovelier Than Hector’s forehead when it spit forth blood At Grecian sword<comma> contemning,looked not
504,They lie in view but have not spoke as yet,have not
505,Though thou speakest truth<comma> Methinks thou speak’st not well,speak’st not
506,The shepherd knows not thunder from a tabor More than I know the sound of Martius’ tongue From every meaner man,knows not
507,Ay<comma> if you come not in the blood of others<comma> But mantled in your own,come not
508,Fear not our care<comma> sir,Fear not
509,For that I have not washed my nose that bled<comma> Or foiled some debile wretch— which<comma> without note<comma> Here’s many else have done— you shout me forth In acclamations hyperbolical<comma> As if I loved my little should be dieted In praises sauced with lies,have not
510,Mine emulation Hath not that honor in ’t it had; for where I thought to crush him in an equal force<comma> True sword to sword<comma> I’ll potch at him some way Or wrath or craft may get him,Hath not
511,Not according to the prayer of the people<comma> for they love not Martius,love not
512,In what enormity is Martius poor in<comma> that you two have not in abundance,have not
513,When you speak best unto the purpose<comma> it is not worth the wagging of your beards<comma> and your beards deserve not so honorable a grave as to stuff a botcher’s cushion or to be entombed in an ass’s packsaddle,deserve not
514,I know not where to turn,know not
515,Ere in our own house I do shade my head<comma> The good patricians must be visited<comma> From whom I have received not only greetings<comma> But with them change of honors,received not
516,Only There’s one thing wanting<comma> which I doubt not but Our Rome will cast upon thee,doubt not
517,Doubt not The commoners<comma> for whom we stand<comma> but they Upon their ancient malice will forget With the least cause these his new honors— which That he will give them make I as little question As he is proud to do ’t,Doubt not
518,That’s a brave fellow<comma> but he’s vengeance proud and loves not the common people,loves not
520,’Faith<comma> there hath been many great men that have flattered the people who ne’er loved them; and there be many that they have loved they know not wherefore; so that<comma> if they love they know not why<comma> they hate upon no better a ground,know not
522,You soothed not<comma> therefore hurt not; but your people<comma> I love them as they weigh,hurt not
523,And to make us no better thought of<comma> a little help will serve; for once we stood up about the corn<comma> he himself stuck not to call us the many-headed multitude,stuck not
524,You have deserved nobly of your country<comma> and you have not deserved nobly,have not
525,You have not indeed loved the common people,have not
526,You should account me the more virtuous that I have not been common in my love,have not
527,Thus to have said<comma> As you were fore-advised<comma> had touched his spirit And tried his inclination; from him plucked Either his gracious promise<comma> which you might<comma> As cause had called you up<comma> have held him to; Or else it would have galled his surly nature<comma> Which easily endures not article Tying him to aught,endures not
528,Besides<comma> forget not With what contempt he wore the humble weed<comma> How in his suit he scorned you; but your loves<comma> Thinking upon his services<comma> took from you Th’ apprehension of his present portance<comma> Which most gibingly<comma> ungravely<comma> he did fashion After the inveterate hate he bears you,forget not
529,This palt’ring Becomes not Rome<comma> nor has Coriolanus Deserved this so dishonored rub<comma> laid falsely I’ th’ plain way of his merit,Becomes not
530,I say again<comma> In soothing them<comma> we nourish ’gainst our senate The cockle of rebellion<comma> insolence<comma> sedition<comma> Which we ourselves have plowed for<comma> sowed<comma> and scattered By mingling them with us<comma> the honored number<comma> Who lack not virtue<comma> no<comma> nor power<comma> but that Which they have given to beggars,lack not
531,O good but most unwise patricians<comma> why<comma> You grave but reckless senators<comma> have you thus Given Hydra here to choose an officer<comma> That with his peremptory“ shall<comma>” being but The horn and noise o’ th’ monster’s<comma> wants not spirit To say he’ll turn your current in a ditch And make your channel his,wants not
532,Being i’ th’ war<comma> Their mutinies and revolts<comma> wherein they showed Most valor<comma> spoke not for them,spoke not
533,Put not your worthy rage into your tongue,Put not
534,Go not home,Go not
535,,bring not
536,Lesser had been The thwartings of your dispositions if You had not showed them how you were disposed Ere they lacked power to cross you,had not
537,Grant that<comma> and tell me In peace what each of them by th’ other lose That they combine not there,combine not
538,Or say to them Thou art their soldier and<comma> being bred in broils<comma> Hast not the soft way<comma> which thou dost confess Were fit for thee to use as they to claim<comma> In asking their good loves; but thou wilt frame Thyself<comma> forsooth<comma> hereafter theirs<comma> so far As thou hast power and person,Hast not
539,I prithee now<comma> sweet son<comma> as thou hast said My praises made thee first a soldier<comma> so<comma> To have my praise for this<comma> perform a part Thou hast not done before,hast not
540,Consider further<comma> That when he speaks not like a citizen<comma> You find him like a soldier,speaks not
541,We need not put new matter to his charge,need not
542,Have the power still To banish your defenders<comma> till at length Your ignorance— which finds not till it feels<comma> Making but reservation of yourselves<comma> Still your own foes— deliver you As most abated captives to some nation That won you without blows,finds not
543,Our state thinks not so,thinks not
544,The feast smells well<comma> but I Appear not like a guest,Appear not
545,No<comma> I serve not thy master,serve not
546,But if so be Thou dar’st not this<comma> and that to prove more fortunes Thou ’rt tired<comma> then<comma> in a word<comma> I also am Longer to live most weary<comma> and present My throat to thee and to thy ancient malice<comma> Which not to cut would show thee but a fool<comma> Since I have ever followed thee with hate<comma> Drawn tuns of blood out of thy country’s breast<comma> And cannot live but to thy shame<comma> unless It be to do thee service,dar’st not
547,For<comma> look you<comma> sir<comma> he has as many friends as enemies<comma> which friends<comma> sir<comma> as it were<comma> durst not<comma> look you<comma> sir<comma> show themselves<comma> as we term it<comma> his friends whilest he’s in directitude,durst not
548,We hear not of him<comma> neither need we fear him,hear not
549,I think not so,think not
550,’Tis Aufidius<comma> Who<comma> hearing of our Martius’ banishment<comma> Thrusts forth his horns again into the world<comma> Which were inshelled when Martius stood for Rome<comma> And durst not once peep out,durst not
551,Tell not me,Tell not
552,If he were putting to my house the brand That should consume it<comma> I have not the face To say“ Beseech you<comma> cease,have not
553,Say not we brought it,Say not
554,Yet I wish<comma> sir— I mean for your particular— you had not Joined in commission with him<comma> but either Have borne the action of yourself or else To him had left it solely,had not
555,I understand thee well<comma> and be thou sure<comma> When he shall come to his account<comma> he knows not What I can urge against him<comma> although it seems<comma> And so he thinks and is no less apparent To th’ vulgar eye<comma> that he bears all things fairly<comma> And shows good husbandry for the Volscian state<comma> Fights dragonlike<comma> and does achieve as soon As draw his sword; yet he hath left undone That which shall break his neck or hazard mine Whene’er we come to our account,knows not
556,So our virtues Lie in th’ interpretation of the time<comma> And power<comma> unto itself most commendable<comma> Hath not a tomb so evident as a chair T’ extol what it hath done,Hath not
557,He was not taken well; he had not dined,had not
558,My general cares not for you,cares not
559,Guess but by my entertainment with him if thou stand’st not i’ th’ state of hanging or of some death more long in spectatorship and crueler in suffering; behold now presently<comma> and swoon for what’s to come upon thee,stand’st not
560,For myself<comma> son<comma> I purpose not to wait on fortune till These wars determine,purpose not
561,Not of a woman’s tenderness to be Requires nor child nor woman’s face to see,see Not
562,Nay<comma> go not from us thus,go not
563,He cares not for your weeping,cares not
565,When we banished him<comma> we respected not them; and he returning to break our necks<comma> they respect not us,respect not
566,The plebeians have got your fellow tribune And hale him up and down<comma> all swearing if The Roman ladies bring not comfort home<comma> They’ll give him death by inches,bring not
567,I have not deserved it,have not
568,Name not the god<comma> thou boy of tears,Name not
569,Stand<comma> Aufidius<comma> And trouble not the peace,trouble not
570,Tread not upon him,Tread not
571,If the King come<comma> I shall incur I know not How much of his displeasure,know not
572,I beseech you<comma> sir<comma> Harm not yourself with your vexation,Harm not
573,I would they had not come between us,had not
574,Sir<comma> as I told you always<comma> her beauty and her brain go not together,go not
575,She shines not upon fools<comma> lest the reflection should hurt her,shines not
576,I wish not so<comma> unless it had been the fall of an ass<comma> which is no great hurt,wish not
577,This matter of marrying his king’s daughter<comma> wherein he must be weighed rather by her value than his own<comma> words him<comma> I doubt not<comma> a great deal from the matter,doubt not
578,But upon my mended judgment— if I offend not to say it is mended— my quarrel was not altogether slight,offend not
579,But I have not seen the most precious diamond that is<comma> nor you the lady,have not
580,I do nothing doubt you have store of thieves; notwithstanding<comma> I fear not my ring,fear not
581,You are a great deal abused in too bold a persuasion<comma> and I doubt not you sustain what you’re worthy of by your attempt,doubt not
582,I will try the forces Of these thy compounds on such creatures as We count not worth the hanging— but none human— To try the vigor of them and apply Allayments to their act<comma> and by them gather Their several virtues and effects,count not
583,Thou tak’st up Thou know’st not what,know’st not
584,Not he<comma> I hope,hope Not
585,They dare not fight with me because of the Queen my mother,dare not
586,Not easily<comma> I think,think Not
587,Take not away the taper; leave it burning,Take not
588,The exile of her minion is too new; She hath not yet forgot him,hath not
589,I am much sorry<comma> sir<comma> You put me to forget a lady’s manners By being so verbal; and learn now for all That I<comma> which know my heart<comma> do here pronounce<comma> By th’ very truth of it<comma> I care not for you<comma> And am so near the lack of charity To accuse myself I hate you— which I had rather You felt than make ’t my boast,care not
590,Not any<comma> but abide the change of time<comma> Quake in the present winter’s state<comma> and wish That warmer days would come,come Not
591,Make not<comma> sir<comma> Your loss your sport,Make not
592,Sir<comma> my circumstances<comma> Being so near the truth as I will make them<comma> Must first induce you to believe; whose strength I will confirm with oath<comma> which I doubt not You’ll give me leave to spare when you shall find You need it not,doubt not
593,First<comma> her bedchamber— Where I confess I slept not<comma> but profess Had that was well worth watching— it was hanged With tapestry of silk and silver<comma> the story Proud Cleopatra when she met her Roman And Cydnus swelled above the banks<comma> or for The press of boats or pride,slept not
594,If you will swear you have not done ’t<comma> you lie<comma> And I will kill thee if thou dost deny Thou ’st made me cuckold,have not
595,We are all bastards<comma> And that most venerable man which I Did call my father was I know not where When I was stamped,know not
596,Perchance he spoke not<comma> but<comma> Like a full-acorned boar<comma> a German one<comma> Cried“ O,spoke not
597,A kind of conquest Caesar made here<comma> but made not here his brag Of“ came<comma> and saw<comma> and overcame,made not
598,Lovers And men in dangerous bonds pray not alike; Though forfeiters you cast in prison<comma> yet You clasp young Cupid’s tables,pray not
599,We poor unfledged Have never winged from view o’ th’ nest<comma> nor know not What air ’s from home,know not
600,Fear not; ’tis empty of all things but grief,Fear not
601,O gracious lady<comma> Since I received command to do this business I have not slept one wink,have not
602,Leave not the worthy Lucius<comma> good my lords<comma> Till he have crossed the Severn,Leave not
603,She hath not appeared Before the Roman<comma> nor to us hath tendered The duty of the day,hath not
604,That man of hers<comma> Pisanio<comma> her old servant I have not seen these two days,have not
605,To Milford go<comma> And find not her whom thou pursuest,find not
606,I were best not call; I dare not call,dare not
607,Stay<comma> come not in,come not
608,This is the very description of their meeting place<comma> and the fellow dares not deceive me,dares not
609,I know not why I love this youth<comma> and I have heard you say Love’s reason’s without reason,know not
610,Have not I An arm as big as thine,Have not
611,Thy words<comma> I grant<comma> are bigger<comma> for I wear not My dagger in my mouth,wear not
612,Being scarce made up<comma> I mean to man<comma> he had not apprehension Of roaring terrors; for defect of judgment Is oft the cause of fear,had not
613,The law Protects not us,Protects not
614,Would<comma> Polydor<comma> thou hadst not done ’t<comma> though valor Becomes thee well enough,hadst not
615,Thou shalt not lack The flower that’s like thy face<comma> pale primrose; nor The azured harebell<comma> like thy veins; no<comma> nor The leaf of eglantine whom<comma> not to slander<comma> Out-sweetened not thy breath,Out-sweetened not
616,Fear not slander<comma> censure rash;,Fear not
617,We fear not What can from Italy annoy us<comma> but We grieve at chances here,fear not
618,Many years<comma> Though Cloten then but young<comma> you see not wore him From my remembrance,see not
619,And besides<comma> the King Hath not deserved my service nor your loves<comma> Who find in my exile the want of breeding<comma> The certainty of this hard life<comma> aye hopeless To have the courtesy your cradle promised<comma> But to be still hot summer’s tanlings and The shrinking slaves of winter,Hath not
620,Who dares not stand his foe<comma> I’ll be his friend; For if he’ll do as he is made to do<comma> I know he’ll quickly fly my friendship too,dares not
621,A Roman<comma> Who had not now been drooping here if seconds Had answered him,had not
622,’Tween man and man they weigh not every stamp; Though light<comma> take pieces for the figure’s sake; You rather mine<comma> being yours,weigh not
623,Lucina lent not me her aid<comma> But took me in my throes<comma> That from me was Posthumus ripped<comma> Came crying ’mongst his foes<comma> A thing of pity,lent not
625,Many dream not to find<comma> neither deserve<comma> And yet are steeped in favors; so am I That have this golden chance and know not why,know not
626,Indeed<comma> sir<comma> he that sleeps feels not the toothache,feels not
627,But a man that were to sleep your sleep<comma> and a hangman to help him to bed<comma> I think he would change places with his officer; for<comma> look you<comma> sir<comma> you know not which way you shall go,know not
628,I have not seen him so pictured,have not
629,Thou com’st not<comma> Caius<comma> now for tribute,com’st not
630,I know not why<comma> wherefore<comma> To say“ Live<comma> boy,know not
631,Breathe not where princes are,Breathe not
632,But her son Is gone<comma> we know not how nor where,know not
633,Lord Cloten<comma> Upon my lady’s missing<comma> came to me With his sword drawn<comma> foamed at the mouth<comma> and swore<comma> If I discovered not which way she was gone<comma> It was my instant death,discovered not
634,He it is that hath Assumed this age; indeed a banished man<comma> I know not how a traitor,know not
635,Ere I arise I will prefer my sons<comma> Then spare not the old father,spare not
636,If these be they<comma> I know not how to wish A pair of worthier sons,know not
637,,know not
638,Kneel not to me,Kneel not
639,In Syracusa was I born<comma> and wed Unto a woman happy but for me<comma> And by me<comma> had not our hap been bad,had not
640,O<comma> had the gods done so<comma> I had not now Worthily termed them merciless to us,had not
641,At length<comma> another ship had seized on us And<comma> knowing whom it was their hap to save<comma> Gave healthful welcome to their shipwracked guests<comma> And would have reft the fishers of their prey Had not their bark been very slow of sail; And therefore homeward did they bend their course,Had not
643,She is so hot because the meat is cold; The meat is cold because you come not home; You come not home because you have no stomach; You have no stomach<comma> having broke your fast,come not
644,Tell me<comma> and dally not: where is the money,dally not
645,I mean not cuckold mad<comma> But sure he is stark mad,mean not
646,I know not thy mistress,know not
647,Be it my wrong you are from me exempt<comma> But wrong not that wrong with a more contempt,wrong not
648,Good Signior Angelo<comma> you must excuse us all; My wife is shrewish when I keep not hours,keep not
649,I have not dined today,have not
650,And doubt not<comma> sir<comma> but she will well excuse Why at this time the doors are made against you,doubt not
651,Let not my sister read it in your eye; Be not thy tongue thy own shame’s orator; Look sweet<comma> speak fair<comma> become disloyalty; Apparel vice like virtue’s harbinger,Let not
653,Sweet mistress— what your name is else I know not<comma> Nor by what wonder you do hit of mine— Less in your knowledge and your grace you show not Than our Earth’s wonder<comma> more than Earth divine,show not
654,Not mad<comma> but mated— how<comma> I do not know,know Not
655,Marry<comma> sir<comma> she’s the kitchen wench<comma> and all grease<comma> and I know not what use to put her to but to make a lamp of her and run from her by her own light,know not
656,And<comma> I think<comma> if my breast had not been made of faith<comma> and my heart of steel<comma> She had transformed me to a curtal dog and made me turn i’ th’ wheel,had not
657,Not once<comma> nor twice<comma> but twenty times you have,have Not
658,I see a man here needs not live by shifts When in the streets he meets such golden gifts,needs not
660,You know since Pentecost the sum is due<comma> And since I have not much importuned you<comma> Nor now I had not<comma> but that I am bound To Persia and want guilders for my voyage,had not
661,No<comma> bear it with you lest I come not time enough,come not
662,An if I have not<comma> sir<comma> I hope you have<comma> Or else you may return without your money,have not
663,I know not at whose suit he is arrested well<comma> But is in a suit of buff which ’rested him; that can I tell,know not
664,Come not near her,Come not
665,Went’st not thou to her for a purse of ducats,Went’st not
666,Hath not else his eye Strayed his affection in unlawful love<comma> A sin prevailing much in youthful men Who give their eyes the liberty of gazing,Hath not
668,In bed he slept not for my urging it; At board he fed not for my urging it,fed not
669,Anon<comma> I wot not by what strong escape<comma> He broke from those that had the guard of him<comma> And with his mad attendant and himself<comma> Each one with ireful passion<comma> with drawn swords<comma> Met us again and<comma> madly bent on us<comma> Chased us away<comma> till raising of more aid<comma> We came again to bind them,wot not
670,I have not breathed almost since I did see it,have not
671,There did this perjured goldsmith swear me down That I this day of him received the chain<comma> Which<comma> God He knows<comma> I saw not; for the which He did arrest me with an officer,saw not
672,My lord<comma> in truth<comma> thus far I witness with him: That he dined not at home<comma> but was locked out,dined not
673,O time’s extremity<comma> Hast thou so cracked and splitted my poor tongue In seven short years that here my only son Knows not my feeble key of untuned cares,Knows not
674,If I dream not<comma> thou art Emilia,dream not
675,I know not which is which,know not
676,And God forbid<comma> my dear and faithful lord<comma> That you should fashion<comma> wrest<comma> or bow your reading<comma> Or nicely charge your understanding soul With opening titles miscreate<comma> whose right Suits not in native colors with the truth; For God doth know how many now in health Shall drop their blood in approbation Of what your reverence shall incite us to,Suits not
677,I dare not fight<comma> but I will wink and hold out mine iron,dare not
678,The King hath note of all that they intend<comma> By interception which they dream not of,dream not
682,I doubt not that<comma> since we are well persuaded We carry not a heart with us from hence That grows not in a fair consent with ours<comma> Nor leave not one behind that doth not wish Success and conquest to attend on us,leave not
683,We doubt not of a fair and lucky war<comma> Since God so graciously hath brought to light This dangerous treason lurking in our way To hinder our beginnings,doubt not
684,We doubt not now But every rub is smoothèd on our way,doubt not
685,The offer likes not<comma> and the nimble gunner With linstock now the devilish cannon touches<comma> And down goes all before them,likes not
686,Dishonor not your mothers,Dishonor not
688,Let us swear That you are worth your breeding<comma> which I doubt not<comma> For there is none of you so mean and base That hath not noble luster in your eyes,hath not
689,The knocks are too hot<comma> and<comma> for mine own part<comma> I have not a case of lives,have not
690,For indeed three such antics do not amount to a man: for Bardolph<comma> he is white-livered and red-faced<comma> by the means whereof he faces it out but fights not; for Pistol<comma> he hath a killing tongue and a quiet sword<comma> by the means whereof he breaks words and keeps whole weapons; for Nym<comma> he hath heard that men of few words are the best men<comma> and therefore he scorns to say his prayers<comma> lest he should be thought a coward<comma> but his few bad words are matched with as few good deeds<comma> for he never broke any man’s head but his own<comma> and that was against a post when he was drunk,fights not
691,Let gallows gape for dog<comma> let man go free<comma> and let not hemp his windpipe suffocate,let not
692,Therefore go speak; the Duke will hear thy voice<comma> and let not Bardolph’s vital thread be cut with edge of penny cord and vile reproach,let not
693,Tell him we could have rebuked him at Harfleur<comma> but that we thought not good to bruise an injury till it were full ripe,thought not
694,Be warned by me<comma> then: they that ride so<comma> and ride not warily<comma> fall into foul bogs,ride not
695,Marry<comma> he told me so himself<comma> and he said he cared not who knew it,cared not
696,He longs not for the dawning as we do,longs not
697,He hath not told his thought to the King,hath not
698,The King is not bound to answer the particular endings of his soldiers<comma> the father of his son<comma> nor the master of his servant<comma> for they purpose not their death when they purpose their services,purpose not
699,And what have kings that privates have not too<comma> Save ceremony<comma> save general ceremony,have not
700,Not today<comma> O Lord<comma> O<comma> not today<comma> think not upon the fault My father made in compassing the crown,think not
701,God’s will<comma> I pray thee wish not one man more,wish not
702,By Jove<comma> I am not covetous for gold<comma> Nor care I who doth feed upon my cost; It yearns me not if men my garments wear; Such outward things dwell not in my desires,dwell not
